"","...1","hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref","na.rm"
"2447",2447,"OVGN01.28371.1_2/5-240","OVGN01","SAMN06016339","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.28699979648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2448",2448,"OVGN01.51308.1_1/27-178","OVGN01","SAMN06016339","['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2449",2449,"OQHG01.13949.1_2/5-240","OQHG01","SAMD00036214","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.28699979648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2450",2450,"OQHG01.13949.1_3/1-203","OQHG01","SAMD00036214","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.47450498423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2451",2451,"UEQX01.5863.1_5/64-437","UEQX01","SAMN06115425","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2452",2452,"UEQX01.5863.1_4/1-253","UEQX01","SAMN06115425","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2453",2453,"ORJB01.11313.1_1/1-181","ORJB01","SAMN04329819","['Bilophila_sp._4_1_30__BilSpec3']",0.0140628645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2454",2454,"OZGC01.4372.1_3/63-436","OZGC01","SAMN06165107","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0636550545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2455",2455,"OZGC01.4372.1_2/11-266","OZGC01","SAMN06165107","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.009234,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2456",2456,"UMAT01.68855.1_1/63-203","UMAT01","SAMEA4835923","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.062071,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2457",2457,"USWH01.57054.1_1/30-267","USWH01","SAMN06112081","['QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",1.4328721875511,TRUE,"QUERY___Peptococcaceae_bacterium_CEB3_dsrB",TRUE
"2458",2458,"OZEY01.47633.1_2/11-102","OZEY01","SAMN06165145","['Bilophila_sp._4_1_30__BilSpec3']",0.0747628645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2459",2459,"ULUK01.48621.1_1/1-339","ULUK01","SAMEA4835758","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2460",2460,"ULUK01.62181.1_1/1-100","ULUK01","SAMEA4835758","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2461",2461,"OYHR01.1010.1_2/7-240","OYHR01","SAMN06165473","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.889664796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2462",2462,"OYHR01.1010.1_1/1-121","OYHR01","SAMN06165473","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.15382498423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2463",2463,"UXRG01.3713.1_5/64-437","UXRG01","SAMEA2163432","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2464",2464,"UXRG01.3713.1_6/11-266","UXRG01","SAMEA2163432","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2465",2465,"UZPO01.2782.1_2/64-437","UZPO01","SAMN00791966","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2466",2466,"UZPO01.2782.1_3/11-266","UZPO01","SAMN00791966","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2467",2467,"UPPY01.547.1_40/62-435","UPPY01","SAMEA2737748","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.377414,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2468",2468,"UPPY01.23547.1_1/11-266","UPPY01","SAMEA2737748","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2469",2469,"UPPY01.547.1_41/11-266","UPPY01","SAMEA2737748","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.494987,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2470",2470,"UPPY01.23547.1_2/1-272","UPPY01","SAMEA2737748","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.013446,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2471",2471,"OXCW01.15091.1_1/1-186","OXCW01","SAMN05827022","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.00933,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2472",2472,"OXCW01.15091.1_2/11-88","OXCW01","SAMN05827022","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2473",2473,"OYUQ01.404.1_2/97-470","OYUQ01","SAMN06165683","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2474",2474,"OYUQ01.404.1_1/11-223","OYUQ01","SAMN06165683","['Bilophila_sp._4_1_30__BilSpec3']",0.0108358645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2475",2475,"OYUW01.1569.1_2/106-479","OYUW01","SAMN06165355","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2476",2476,"OYUW01.2828.1_2/54-401","OYUW01","SAMN06165355","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.16306098423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2477",2477,"OYUW01.1569.1_1/11-266","OYUW01","SAMN06165355","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2478",2478,"OYUW01.2828.1_1/6-240","OYUW01","SAMN06165355","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.941330796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2479",2479,"ORTR01.41459.1_1/64-235","ORTR01","SAMEA2338819","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2480",2480,"ORTR01.52111.1_2/11-187","ORTR01","SAMEA2338819","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2481",2481,"ORTR01.52111.1_1/1-155","ORTR01","SAMEA2338819","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.019324,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2482",2482,"ORTR01.2947.1_6/27-293","ORTR01","SAMEA2338819","['QUERY___Moorella_thermoacetica_2_dsrA']",4.176568,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"2483",2483,"OYXS01.52335.1_1/2-185","OYXS01","SAMN06164958","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2484",2484,"CAAEWF01.175.1_2/52-397","CAAEWF01","SAMEA5278295","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.34180498423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2485",2485,"OWEU01.976.1_12/64-437","OWEU01","SAMEA3708629","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2486",2486,"OWEU01.976.1_13/11-266","OWEU01","SAMEA3708629","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2487",2487,"UZTL01.19061.1_1/11-266","UZTL01","SAMN00792107","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2488",2488,"UZTL01.19061.1_2/1-150","UZTL01","SAMN00792107","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2489",2489,"UZTL01.98949.1_2/11-148","UZTL01","SAMN00792107","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231",TRUE
"2490",2490,"UZTL01.35107.1_2/64-135","UZTL01","SAMN00792107","['Desulfovibrio_sp._3_1_syn3__DsvSp230', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230",TRUE
"2491",2491,"OWPP01.2167.1_4/64-437","OWPP01","SAMEA4378233","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2492",2492,"OWPP01.2167.1_3/11-266","OWPP01","SAMEA4378233","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2493",2493,"OWPP01.28565.1_2/13-279","OWPP01","SAMEA4378233","['QUERY___Moorella_thermoacetica_2_dsrA']",4.049599,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"2494",2494,"OWPP01.2451.1_7/26-290","OWPP01","SAMEA4378233","['QUERY___Moorella_thermoacetica_2_dsrA']",5.672433,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"2495",2495,"OWAF01.4610.1_5/63-436","OWAF01","SAMEA3708521","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.012248,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2496",2496,"OWAF01.4023.1_5/64-437","OWAF01","SAMEA3708521","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2497",2497,"OWAF01.4023.1_6/11-266","OWAF01","SAMEA3708521","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2498",2498,"OWAF01.4610.1_4/11-266","OWAF01","SAMEA3708521","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0793730545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2499",2499,"ORVM01.5335.1_4/64-437","ORVM01","SAMEA2338782","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2500",2500,"ORVM01.5335.1_5/11-266","ORVM01","SAMEA2338782","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2501",2501,"ORSO01.3950.1_3/63-436","ORSO01","SAMEA2338806","['Desulfovibrio_piger__DslPige2']",0.0233931899171091,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"2502",2502,"ORSO01.3950.1_4/11-266","ORSO01","SAMEA2338806","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.04649,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2503",2503,"USYO01.33029.1_1/63-392","USYO01","SAMN06112070","['uncultured_bacterium__EF645667']",NA,TRUE,"uncultured_bacterium__EF645667",TRUE
"2504",2504,"USYO01.55552.1_1/19-332","USYO01","SAMN06112070","['Bilophila_sp._4_1_30__BilSpec3']",0.00949786459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2505",2505,"USYO01.48899.1_1/25-258","USYO01","SAMN06112070","['uncultured_bacterium__EF645667']",0.182106722311175,TRUE,"uncultured_bacterium__EF645667",TRUE
"2506",2506,"USYO01.66946.1_1/11-263","USYO01","SAMN06112070","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2507",2507,"OPCE01.12632.1_2/64-437","OPCE01","SAMEA2042572","['Bilophila_sp._4_1_30__BilSpec3']",0.0138588645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2508",2508,"OPCE01.12632.1_3/11-140","OPCE01","SAMEA2042572","['Bilophila_sp._4_1_30__BilSpec3']",0.0175418645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2509",2509,"OYFG01.9651.1_1/26-167","OYFG01","SAMN06165581","['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2510",2510,"OYFG01.5308.1_1/6-140","OYFG01","SAMN06165581","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.969584796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2511",2511,"OYFG01.3927.1_2/1-102","OYFG01","SAMN06165581","['Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2512",2512,"OYFG01.5308.1_2/1-105","OYFG01","SAMN06165581","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2513",2513,"CABRJW01.89.1_9/64-437","CABRJW01","SAMEA5851134","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.0315,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2514",2514,"CABRJW01.89.1_8/11-266","CABRJW01","SAMEA5851134","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.026176,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2515",2515,"OWDI01.4010.1_6/63-436","OWDI01","SAMEA3708489","['Desulfovibrio_piger__DslPige2']",0.0277651899171091,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"2516",2516,"OWDI01.4010.1_5/11-266","OWDI01","SAMEA3708489","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.095837,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2517",2517,"OWDI01.71164.1_1/4-168","OWDI01","SAMEA3708489","['Desulfovibrio_vulgaris__DQ826729']",0.434440881409727,TRUE,"Desulfovibrio_vulgaris__DQ826729",TRUE
"2518",2518,"ULVR01.335.1_1/64-222","ULVR01","SAMEA4835791","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2519",2519,"ULVR01.49691.1_2/1-204","ULVR01","SAMEA4835791","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2520",2520,"ULVR01.68722.1_1/1-128","ULVR01","SAMEA4835791","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2521",2521,"ULVR01.49691.1_1/11-124","ULVR01","SAMEA4835791","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2522",2522,"QRJJ01.3.1_39/63-436","QRJJ01","SAMN09734866","['uncultured_bacterium__EF645667']",0.0856336056413982,TRUE,"uncultured_bacterium__EF645667",TRUE
"2523",2523,"QRJJ01.3.1_40/11-266","QRJJ01","SAMN09734866","['uncultured_bacterium__EF645667']",0.143411722311175,TRUE,"uncultured_bacterium__EF645667",TRUE
"2524",2524,"ORUI01.28143.1_1/64-345","ORUI01","SAMEA2338828","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2525",2525,"CABUHW01.52.1_10/28-287","CABUHW01","SAMEA5853524","['QUERY___Moorella_thermoacetica_2_dsrA']",4.483194,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"2526",2526,"OWAV01.236.1_10/64-437","OWAV01","SAMEA3708467","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2527",2527,"OWAV01.236.1_11/11-266","OWAV01","SAMEA3708467","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2528",2528,"OWFF01.36947.1_2/1-189","OWFF01","SAMEA3708706","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2529",2529,"OWFF01.36947.1_1/11-122","OWFF01","SAMEA3708706","['Bilophila_sp._4_1_30__BilSpec3']",0.0203788645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2530",2530,"ULSQ01.37719.1_1/63-436","ULSQ01","SAMEA4835712","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.00613,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2531",2531,"ULSQ01.37719.1_2/11-200","ULSQ01","SAMEA4835712","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0765290545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2532",2532,"ULSQ01.55438.1_1/1-108","ULSQ01","SAMEA4835712","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2533",2533,"UMFV01.14799.1_1/15-185","UMFV01","SAMEA4836055","['Desulfovibrio_carbinoliphilus__JQ031012']",0.561448879294664,TRUE,"Desulfovibrio_carbinoliphilus__JQ031012",TRUE
"2534",2534,"UYCX01.51120.1_1/51-384","UYCX01","SAMEA2156714","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0563490545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2535",2535,"UYCX01.13954.1_1/1-82","UYCX01","SAMEA2156714","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2536",2536,"OWHI01.2932.1_4/64-437","OWHI01","SAMEA3708480","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2537",2537,"OWHI01.35693.1_1/1-308","OWHI01","SAMEA3708480","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.114676,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2538",2538,"OWHI01.2932.1_3/11-266","OWHI01","SAMEA3708480","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2539",2539,"CABUEN01.3.1_1/12-267","CABUEN01","SAMEA5853440","['uncultured_bacterium__EF645667']",0.00336425459707886,TRUE,"uncultured_bacterium__EF645667",TRUE
"2540",2540,"CABUEN01.13.1_56/12-267","CABUEN01","SAMEA5853440","['uncultured_bacterium__EF645666']",0.0644124217176176,TRUE,"uncultured_bacterium__EF645666",TRUE
"2541",2541,"OUQE01.3378.1_4/63-436","OUQE01","SAMN05194718","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0513830545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2542",2542,"OUQE01.3378.1_3/11-266","OUQE01","SAMN05194718","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.094403,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"2543",2543,"OQCP01.61489.1_1/40-183","OQCP01","SAMD00036308","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2544",2544,"OURK01.5021.1_1/1-319","OURK01","SAMN04329866","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.13919298423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2545",2545,"OURK01.5021.1_2/6-240","OURK01","SAMN04329866","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.02688579648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2546",2546,"UXRC01.13702.1_2/63-436","UXRC01","SAMEA2143863","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0618960545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2547",2547,"UXRC01.13702.1_3/11-266","UXRC01","SAMEA2143863","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2548",2548,"UXRC01.73693.1_2/1-88","UXRC01","SAMEA2143863","['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2549",2549,"UXRC01.84106.1_2/58-158","UXRC01","SAMEA2143863","['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'QUERY___Thermodesulfobium_narugense_dsrA', 'QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2550",2550,"CAJJZH01.2.1_182/583-835","CAJJZH01","SAMEA7848303","['QUERY___Moorella_thermoacetica_2_dsrA']",5.077827,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"2551",2551,"UZKH01.17949.1_1/1-259","UZKH01","SAMN00715203","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2552",2552,"UMKV01.48399.1_2/1-129","UMKV01","SAMEA4836182","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2553",2553,"OYTD01.593.1_1/60-433","OYTD01","SAMN06165458","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2554",2554,"OYTD01.593.1_2/11-266","OYTD01","SAMN06165458","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"2555",2555,"OYTD01.5966.1_1/6-133","OYTD01","SAMN06165458","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.11796779648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"2556",2556,"OYTD01.5966.1_2/4-138","OYTD01","SAMN06165458","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",0.913007984239778,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"2557",2557,"OYTD01.6854.1_1/2-73","OYTD01","SAMN06165458","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231",TRUE
"2558",2558,"OPXK01.21683.1_1/370-639","OPXK01","SAMEA2041933","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2559",2559,"OPXK01.84110.1_1/2-84","OPXK01","SAMEA2041933","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.132907054566389,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"2560",2560,"OURZ01.1423.1_15/64-437","OURZ01","SAMEA2338837","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2561",2561,"OURZ01.1423.1_14/11-266","OURZ01","SAMEA2338837","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"2562",2562,"JAJXIK01.3.1_6/63-435","JAJXIK01","SAMN23483579","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.395380083011529,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"2563",2563,"JAJXIK01.3.1_7/11-266","JAJXIK01","SAMN23483579","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.340389,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
